SalesOrderID,CustomerID,ProductID,OrderDate,Quantity,ShipmentDate,OrderStatus
SO00914,CUST0079,P0011,2024-07-01 15:41:45.363814,19,2024-09-17 15:41:45.383422,In Process
SO00915,CUST0322,P0590,2024-06-15 15:41:45.363818,89,2024-02-26 15:41:45.383425,In Process
SO00916,CUST0106,P0991,2024-04-29 15:41:45.363821,37,2024-09-20 15:41:45.383427,In Process
SO00917,CUST0440,P0467,2024-05-04 15:41:45.363824,56,2024-09-09 15:41:45.383430,In Process
SO00918,CUST0217,P0131,2024-03-17 15:41:45.363828,5,2024-10-27 15:41:45.383433,Shipped
SO00919,CUST0023,P0948,2024-04-29 15:41:45.363832,87,2024-10-25 15:41:45.383437,Cancelled
SO00920,CUST0237,P0674,2024-09-23 15:41:45.363837,81,2024-10-11 15:41:45.383442,Cancelled
SO00921,CUST0078,P0796,2024-04-19 15:41:45.363842,40,2024-03-05 15:41:45.383446,Shipped
SO00922,CUST0334,P0186,2024-04-03 15:41:45.363846,40,2023-11-04 15:41:45.383452,Cancelled
SO00923,CUST0041,P0883,2023-11-07 15:41:45.363850,44,2023-12-06 15:41:45.383456,In Process
SO00924,CUST0177,P0924,2024-06-22 15:41:45.363853,60,2024-03-22 15:41:45.383461,Shipped
SO00925,CUST0132,P0412,2024-01-05 15:41:45.363856,70,2024-03-14 15:41:45.383466,Shipped
SO00926,CUST0193,P0299,2024-02-23 15:41:45.363858,17,2024-07-08 15:41:45.383471,Shipped
SO00927,CUST0177,P0586,2024-08-28 15:41:45.363861,12,2023-12-17 15:41:45.383473,Shipped
SO00928,CUST0167,P0193,2023-11-10 15:41:45.363864,38,2024-07-10 15:41:45.383476,Shipped
SO00929,CUST0328,P0686,2023-11-13 15:41:45.363867,22,2023-12-02 15:41:45.383479,Shipped
SO00930,CUST0054,P0553,2024-02-14 15:41:45.363869,97,2024-10-07 15:41:45.383482,Cancelled
SO00931,CUST0186,P0259,2024-04-30 15:41:45.363872,62,2024-07-04 15:41:45.383487,Cancelled
SO00932,CUST0223,P0595,2024-04-20 15:41:45.363875,49,2024-01-05 15:41:45.383493,In Process
SO00933,CUST0363,P0534,2024-05-10 15:41:45.363878,14,2024-08-12 15:41:45.383498,Cancelled
SO00934,CUST0178,P0878,2024-10-01 15:41:45.363880,22,2023-12-02 15:41:45.383502,Cancelled
SO00935,CUST0464,P0111,2024-05-10 15:41:45.363883,22,2024-05-25 15:41:45.383507,In Process
SO00936,CUST0324,P0852,2024-03-28 15:41:45.363886,24,2024-03-17 15:41:45.383512,Shipped
SO00937,CUST0452,P0495,2024-02-15 15:41:45.363889,60,2024-01-13 15:41:45.383518,Cancelled
SO00938,CUST0128,P0334,2024-03-27 15:41:45.363891,37,2024-09-01 15:41:45.383521,Cancelled
SO00939,CUST0316,P0893,2024-10-19 15:41:45.363894,21,2024-02-15 15:41:45.383524,Shipped
SO00940,CUST0177,P0730,2024-08-27 15:41:45.363897,33,2024-05-10 15:41:45.383526,Shipped
SO00941,CUST0054,P0463,2024-08-11 15:41:45.363899,31,2023-11-06 15:41:45.383529,In Process
SO00942,CUST0031,P0001,2024-02-07 15:41:45.363902,66,2024-06-20 15:41:45.383532,Cancelled
SO00943,CUST0119,P0201,2024-10-05 15:41:45.363904,52,2024-10-15 15:41:45.383535,Shipped
SO00944,CUST0271,P0324,2024-10-13 15:41:45.363907,3,2024-01-24 15:41:45.383537,In Process
SO00945,CUST0024,P0346,2024-01-03 15:41:45.363910,31,2024-05-12 15:41:45.383540,Cancelled
SO00946,CUST0413,P0655,2023-11-15 15:41:45.363913,63,2024-06-27 15:41:45.383543,In Process
SO00947,CUST0036,P0965,2024-09-14 15:41:45.363916,91,2024-09-24 15:41:45.383546,In Process
SO00948,CUST0231,P0415,2024-07-11 15:41:45.363919,29,2024-05-29 15:41:45.383548,Cancelled
SO00949,CUST0421,P0398,2024-09-01 15:41:45.363921,32,2023-12-24 15:41:45.383551,Shipped
SO00950,CUST0118,P0508,2024-06-29 15:41:45.363924,26,2024-04-30 15:41:45.383554,Shipped
SO00951,CUST0456,P0511,2024-04-29 15:41:45.363927,59,2024-04-08 15:41:45.383557,Cancelled
SO00952,CUST0272,P0411,2024-02-06 15:41:45.363929,45,2024-04-15 15:41:45.383559,Shipped
SO00953,CUST0457,P0096,2024-07-12 15:41:45.363932,10,2024-02-24 15:41:45.383562,Shipped
SO00954,CUST0068,P0239,2023-12-13 15:41:45.363935,9,2024-03-16 15:41:45.383564,Cancelled
SO00955,CUST0032,P0065,2024-05-20 15:41:45.363938,62,2024-10-28 15:41:45.383567,Cancelled
SO00956,CUST0347,P0323,2024-08-23 15:41:45.363942,85,2023-12-28 15:41:45.383570,Cancelled
SO00957,CUST0201,P0241,2024-03-14 15:41:45.363947,94,2024-03-08 15:41:45.383574,Shipped
SO00958,CUST0256,P0340,2024-01-02 15:41:45.363952,4,2023-12-29 15:41:45.383576,In Process
SO00959,CUST0463,P0351,2024-01-21 15:41:45.363956,59,2023-12-28 15:41:45.383581,Shipped
SO00960,CUST0344,P0582,2023-12-07 15:41:45.363961,13,2024-07-10 15:41:45.383585,Cancelled
SO00961,CUST0165,P0116,2024-02-07 15:41:45.363966,83,2024-06-09 15:41:45.383590,In Process
SO00962,CUST0260,P0933,2024-02-24 15:41:45.363971,84,2023-12-09 15:41:45.383595,Shipped
SO00963,CUST0459,P0883,2024-01-07 15:41:45.363974,98,2024-02-20 15:41:45.383599,Shipped
SO00964,CUST0484,P0113,2024-08-17 15:41:45.363977,5,2024-03-19 15:41:45.383604,Cancelled
SO00965,CUST0310,P0964,2024-05-16 15:41:45.363980,5,2024-05-06 15:41:45.383609,In Process
SO00966,CUST0434,P0526,2024-08-07 15:41:45.363983,76,2024-03-11 15:41:45.383614,Cancelled
SO00967,CUST0160,P0247,2023-12-17 15:41:45.363985,52,2024-09-21 15:41:45.383618,Cancelled
SO00968,CUST0487,P0601,2024-06-02 15:41:45.363988,98,2024-06-23 15:41:45.383620,Cancelled
SO00969,CUST0449,P0870,2024-04-16 15:41:45.363991,27,2024-04-29 15:41:45.383623,In Process
SO00970,CUST0390,P0545,2024-10-01 15:41:45.363993,13,2024-06-28 15:41:45.383626,Cancelled
SO00971,CUST0405,P0135,2024-08-18 15:41:45.363996,89,2024-09-09 15:41:45.383629,Cancelled
SO00972,CUST0310,P0258,2024-10-05 15:41:45.363998,11,2023-11-13 15:41:45.383631,Shipped
SO00973,CUST0448,P0387,2024-10-29 15:41:45.364001,91,2024-02-02 15:41:45.383634,Shipped
SO00974,CUST0287,P0419,2023-11-01 15:41:45.364007,91,2024-07-22 15:41:45.383639,Cancelled
SO00975,CUST0159,P0550,2024-05-25 15:41:45.364012,52,2024-09-09 15:41:45.383641,Shipped
SO00976,CUST0330,P0665,2024-03-03 15:41:45.364017,24,2024-01-11 15:41:45.383644,In Process
SO00977,CUST0442,P0077,2024-02-03 15:41:45.364021,23,2024-04-28 15:41:45.383647,Cancelled
SO00978,CUST0047,P0068,2024-10-27 15:41:45.364026,99,2024-02-24 15:41:45.383650,Cancelled
SO00979,CUST0088,P0365,2024-03-04 15:41:45.364031,29,2024-09-17 15:41:45.383653,Cancelled
SO00980,CUST0048,P0227,2024-08-18 15:41:45.364035,21,2024-02-21 15:41:45.383655,Shipped
SO00981,CUST0398,P0734,2024-02-24 15:41:45.364038,40,2024-07-25 15:41:45.383658,Shipped
SO00982,CUST0397,P0005,2024-02-28 15:41:45.364041,7,2024-01-25 15:41:45.383661,Cancelled
SO00983,CUST0343,P0902,2024-01-16 15:41:45.364043,50,2024-08-09 15:41:45.383663,In Process
SO00984,CUST0244,P0339,2024-01-07 15:41:45.364046,79,2024-01-18 15:41:45.383666,Cancelled
SO00985,CUST0411,P0169,2023-12-28 15:41:45.364049,95,2024-06-25 15:41:45.383669,In Process
SO00986,CUST0401,P0072,2024-04-02 15:41:45.364051,18,2024-06-02 15:41:45.383671,Shipped
SO00987,CUST0285,P0182,2024-02-25 15:41:45.364054,75,2024-05-02 15:41:45.383674,In Process
SO00988,CUST0320,P0595,2024-05-30 15:41:45.364057,25,2024-03-11 15:41:45.383677,Shipped
SO00989,CUST0132,P0909,2024-05-24 15:41:45.364059,5,2024-05-26 15:41:45.383679,Cancelled
SO00990,CUST0303,P0760,2023-12-12 15:41:45.364062,71,2023-12-26 15:41:45.383682,In Process
SO00991,CUST0175,P0098,2024-10-23 15:41:45.364065,73,2024-03-20 15:41:45.383685,Shipped
SO00992,CUST0240,P0737,2024-05-04 15:41:45.364067,80,2024-08-16 15:41:45.383687,In Process
SO00993,CUST0455,P0662,2024-10-30 15:41:45.364070,71,2024-05-01 15:41:45.383690,Cancelled
SO00994,CUST0398,P0387,2024-10-19 15:41:45.364074,88,2024-02-15 15:41:45.383693,Cancelled
SO00995,CUST0223,P0248,2024-01-05 15:41:45.364078,52,2024-10-17 15:41:45.383695,Shipped
SO00996,CUST0119,P0767,2024-05-10 15:41:45.364083,7,2024-06-24 15:41:45.383698,Cancelled
SO00997,CUST0233,P0310,2024-10-31 15:41:45.364087,71,2024-07-03 15:41:45.383700,Shipped
SO00998,CUST0366,P0787,2024-02-17 15:41:45.364092,39,2024-08-05 15:41:45.383703,Cancelled
SO00999,CUST0255,P0309,2024-08-30 15:41:45.364096,27,2024-02-08 15:41:45.383706,In Process
SO01000,CUST0033,P0816,2024-06-17 15:41:45.364102,22,2023-11-12 15:41:45.383709,In Process
SO01001,CUST0293,P0035,2023-12-06 15:41:45.364106,78,2024-01-07 15:41:45.383712,In Process
SO01002,CUST0375,P0571,2023-11-30 15:41:45.364108,56,2024-09-13 15:41:45.383715,Shipped
SO01003,CUST0139,P0068,2024-02-29 15:41:45.364111,80,2024-07-15 15:41:45.383719,In Process
SO01004,CUST0347,P0491,2024-09-19 15:41:45.364114,53,2024-03-15 15:41:45.383724,In Process
SO01005,CUST0314,P0788,2024-02-05 15:41:45.364117,37,2024-01-26 15:41:45.383729,Shipped
SO01006,CUST0290,P0299,2024-10-20 15:41:45.364120,24,2024-05-07 15:41:45.383734,Shipped
SO01007,CUST0165,P0718,2024-08-18 15:41:45.364125,59,2024-10-23 15:41:45.383738,In Process
SO01008,CUST0189,P0272,2024-02-20 15:41:45.364129,18,2024-06-27 15:41:45.383743,Shipped
SO01009,CUST0266,P0536,2024-04-13 15:41:45.364133,27,2024-07-22 15:41:45.383747,Shipped
SO01010,CUST0469,P0299,2024-04-05 15:41:45.364137,40,2024-08-23 15:41:45.383753,In Process
SO01011,CUST0432,P0297,2024-10-04 15:41:45.364143,45,2024-04-13 15:41:45.383757,In Process
SO01012,CUST0044,P0527,2024-08-01 15:41:45.364148,28,2024-05-14 15:41:45.383762,Shipped
SO01013,CUST0018,P0558,2024-01-13 15:41:45.364152,93,2023-12-04 15:41:45.383766,Cancelled
SO01014,CUST0364,P0637,2023-11-04 15:41:45.364155,78,2024-10-08 15:41:45.383771,Cancelled
SO01015,CUST0255,P0468,2024-03-25 15:41:45.364158,2,2024-03-01 15:41:45.383776,In Process
SO01016,CUST0362,P0053,2024-08-16 15:41:45.364161,46,2024-08-04 15:41:45.383781,In Process
SO01017,CUST0095,P0168,2024-05-12 15:41:45.364164,21,2024-05-12 15:41:45.383787,Cancelled
SO01018,CUST0040,P0545,2024-01-17 15:41:45.364166,25,2023-11-12 15:41:45.383792,Cancelled
SO01019,CUST0403,P0706,2023-12-31 15:41:45.364169,13,2024-07-31 15:41:45.383797,Cancelled
SO01020,CUST0118,P0407,2024-08-30 15:41:45.364172,35,2024-10-01 15:41:45.383801,In Process
SO01021,CUST0392,P0345,2023-11-09 15:41:45.364175,34,2024-10-07 15:41:45.383806,Shipped
SO01022,CUST0286,P0986,2024-04-04 15:41:45.364178,29,2024-07-03 15:41:45.383811,Shipped
SO01023,CUST0495,P0216,2024-07-02 15:41:45.364181,95,2024-05-25 15:41:45.383815,In Process
SO01024,CUST0439,P0621,2024-06-15 15:41:45.364183,86,2024-09-03 15:41:45.383819,Cancelled
SO01025,CUST0308,P0409,2023-12-08 15:41:45.364186,97,2023-12-21 15:41:45.383824,In Process
SO01026,CUST0242,P0964,2024-04-29 15:41:45.364188,21,2024-04-19 15:41:45.383828,Cancelled
SO01027,CUST0291,P0918,2024-03-26 15:41:45.364191,50,2024-02-23 15:41:45.383833,Cancelled
SO01028,CUST0452,P0007,2024-07-03 15:41:45.364193,80,2024-09-20 15:41:45.383837,Cancelled
SO01029,CUST0277,P0702,2024-10-07 15:41:45.364196,54,2024-05-28 15:41:45.383841,Cancelled
SO01030,CUST0416,P0466,2024-10-14 15:41:45.364199,2,2024-10-08 15:41:45.383846,Shipped
SO01031,CUST0100,P0641,2024-08-09 15:41:45.364202,32,2024-06-24 15:41:45.383851,In Process
SO01032,CUST0122,P0418,2024-09-12 15:41:45.364204,12,2023-12-25 15:41:45.383855,Shipped
SO01033,CUST0155,P0662,2024-06-28 15:41:45.364207,6,2024-03-14 15:41:45.383860,In Process
SO01034,CUST0297,P0229,2023-11-23 15:41:45.364209,56,2024-08-01 15:41:45.383864,Shipped
SO01035,CUST0048,P0024,2024-06-13 15:41:45.364212,51,2024-03-03 15:41:45.383869,Shipped
SO01036,CUST0484,P0678,2023-11-02 15:41:45.364215,13,2024-10-02 15:41:45.383873,Shipped
SO01037,CUST0021,P0265,2024-05-03 15:41:45.364218,30,2024-09-17 15:41:45.383878,Shipped
SO01038,CUST0481,P0740,2024-04-19 15:41:45.364220,49,2024-07-29 15:41:45.383883,Shipped
SO01039,CUST0295,P0734,2024-02-11 15:41:45.364223,72,2023-12-22 15:41:45.383888,Shipped
SO01040,CUST0304,P0461,2024-09-24 15:41:45.364226,4,2023-12-30 15:41:45.383893,Shipped
SO01041,CUST0277,P0417,2024-08-11 15:41:45.364230,74,2024-09-13 15:41:45.383897,Shipped
SO01042,CUST0403,P0558,2024-04-19 15:41:45.364235,58,2023-12-13 15:41:45.383902,In Process
SO01043,CUST0235,P0137,2024-01-22 15:41:45.364240,66,2024-09-11 15:41:45.383907,In Process
SO01044,CUST0012,P0927,2024-07-08 15:41:45.364244,55,2024-07-22 15:41:45.383911,In Process
SO01045,CUST0383,P0283,2023-12-11 15:41:45.364249,78,2023-11-18 15:41:45.383916,Shipped
SO01046,CUST0210,P0981,2024-01-07 15:41:45.364251,26,2023-12-06 15:41:45.383921,Shipped
SO01047,CUST0337,P0112,2023-12-22 15:41:45.364254,12,2024-08-07 15:41:45.383926,Cancelled
SO01048,CUST0378,P1000,2024-02-04 15:41:45.364257,92,2023-12-11 15:41:45.383930,Cancelled
SO01049,CUST0300,P0743,2024-09-21 15:41:45.364260,1,2024-08-09 15:41:45.383935,Cancelled
SO01050,CUST0335,P0462,2024-02-06 15:41:45.364263,7,2024-04-16 15:41:45.383940,Shipped
SO01051,CUST0475,P0154,2024-01-13 15:41:45.364265,88,2024-06-01 15:41:45.383945,Shipped
SO01052,CUST0361,P0975,2024-03-10 15:41:45.364268,96,2023-12-19 15:41:45.383947,In Process
SO01053,CUST0303,P0745,2024-06-29 15:41:45.364271,60,2023-12-01 15:41:45.383950,Shipped
SO01054,CUST0190,P0155,2024-01-21 15:41:45.364273,10,2024-06-30 15:41:45.383953,Cancelled
SO01055,CUST0342,P0423,2024-03-28 15:41:45.364276,34,2024-09-03 15:41:45.383955,Shipped
SO01056,CUST0365,P0803,2023-12-26 15:41:45.364279,45,2024-01-09 15:41:45.383958,Cancelled
SO01057,CUST0001,P0067,2024-06-15 15:41:45.364282,10,2024-05-10 15:41:45.383961,In Process
SO01058,CUST0466,P0239,2024-10-26 15:41:45.364284,95,2024-02-02 15:41:45.383963,Shipped
SO01059,CUST0010,P0621,2024-08-24 15:41:45.364287,81,2024-01-16 15:41:45.383966,Cancelled
SO01060,CUST0170,P0867,2024-05-03 15:41:45.364290,53,2024-06-17 15:41:45.383969,Shipped
SO01061,CUST0172,P0651,2024-07-01 15:41:45.364292,12,2024-07-23 15:41:45.383972,Shipped
SO01062,CUST0487,P0067,2024-08-27 15:41:45.364296,74,2024-04-13 15:41:45.383974,Shipped
SO01063,CUST0019,P0270,2024-06-08 15:41:45.364300,59,2024-02-19 15:41:45.383977,In Process
SO01064,CUST0110,P0142,2024-08-31 15:41:45.364305,87,2024-08-06 15:41:45.383980,Cancelled
SO01065,CUST0281,P0241,2024-03-17 15:41:45.364310,1,2024-05-04 15:41:45.383982,Shipped
SO01066,CUST0261,P0802,2023-11-20 15:41:45.364314,60,2024-08-22 15:41:45.383985,Cancelled
SO01067,CUST0464,P0322,2024-03-20 15:41:45.364319,94,2024-10-13 15:41:45.383987,In Process
SO01068,CUST0447,P0375,2024-02-29 15:41:45.364324,81,2024-06-04 15:41:45.383990,Cancelled
SO01069,CUST0409,P0258,2024-09-27 15:41:45.364328,6,2024-06-19 15:41:45.383993,In Process
SO01070,CUST0119,P0044,2024-07-26 15:41:45.364331,13,2024-03-13 15:41:45.383995,Cancelled
SO01071,CUST0327,P0903,2024-05-28 15:41:45.364344,79,2024-04-11 15:41:45.383998,Cancelled
SO01072,CUST0233,P0115,2024-01-08 15:41:45.364348,63,2024-02-04 15:41:45.384001,Cancelled
SO01073,CUST0430,P0787,2024-07-04 15:41:45.364353,77,2024-10-05 15:41:45.384004,Cancelled
SO01074,CUST0498,P0296,2024-07-22 15:41:45.364358,81,2024-08-27 15:41:45.384007,Shipped
SO01075,CUST0078,P0684,2024-03-31 15:41:45.364362,52,2024-09-18 15:41:45.384009,Cancelled
SO01076,CUST0039,P0413,2024-04-10 15:41:45.364366,41,2024-09-02 15:41:45.384012,Cancelled
SO01077,CUST0430,P0821,2024-05-30 15:41:45.364371,7,2023-11-08 15:41:45.384015,Shipped
SO01078,CUST0457,P0858,2024-01-30 15:41:45.364375,36,2024-01-02 15:41:45.384017,Cancelled
SO01079,CUST0325,P0006,2024-03-06 15:41:45.364378,79,2024-04-10 15:41:45.384020,Cancelled
SO01080,CUST0396,P0793,2024-05-07 15:41:45.364383,37,2024-01-11 15:41:45.384023,In Process
SO01081,CUST0261,P0711,2024-05-26 15:41:45.364386,24,2023-12-23 15:41:45.384026,In Process
SO01082,CUST0381,P0266,2023-11-17 15:41:45.364390,34,2024-08-22 15:41:45.384028,In Process
SO01083,CUST0202,P0282,2024-04-26 15:41:45.364395,93,2024-09-07 15:41:45.384031,In Process
SO01084,CUST0464,P0076,2023-12-06 15:41:45.364398,8,2024-08-05 15:41:45.384034,Shipped
SO01085,CUST0439,P0310,2024-03-26 15:41:45.364403,3,2024-09-03 15:41:45.384036,Shipped
SO01086,CUST0045,P0924,2024-01-02 15:41:45.364407,26,2024-07-12 15:41:45.384039,Shipped
SO01087,CUST0496,P0370,2024-10-28 15:41:45.364411,57,2024-03-10 15:41:45.384042,Shipped
SO01088,CUST0056,P0684,2024-06-28 15:41:45.364415,33,2024-09-22 15:41:45.384045,Cancelled
SO01089,CUST0170,P0526,2024-09-08 15:41:45.364420,29,2023-12-21 15:41:45.384047,In Process
SO01090,CUST0405,P0871,2023-12-08 15:41:45.364424,31,2024-03-14 15:41:45.384050,Cancelled
SO01091,CUST0325,P0872,2023-12-13 15:41:45.364429,71,2024-05-09 15:41:45.384053,In Process
SO01092,CUST0228,P0225,2024-06-19 15:41:45.364434,27,2024-09-01 15:41:45.384056,Shipped
SO01093,CUST0211,P0459,2024-04-19 15:41:45.364438,96,2024-03-07 15:41:45.384058,Cancelled
SO01094,CUST0161,P0929,2023-12-03 15:41:45.364443,53,2024-07-07 15:41:45.384061,Cancelled
SO01095,CUST0102,P0315,2024-08-25 15:41:45.364448,29,2023-12-02 15:41:45.384063,In Process
SO01096,CUST0305,P0938,2024-08-03 15:41:45.364452,84,2023-12-23 15:41:45.384066,Shipped
SO01097,CUST0190,P0689,2024-08-28 15:41:45.364456,27,2024-03-15 15:41:45.384069,In Process
SO01098,CUST0039,P0297,2024-02-02 15:41:45.364460,70,2024-07-01 15:41:45.384072,In Process
SO01099,CUST0455,P0670,2024-02-07 15:41:45.364464,11,2024-10-30 15:41:45.384074,Shipped
SO01100,CUST0406,P0673,2024-01-29 15:41:45.364469,22,2024-10-28 15:41:45.384077,Shipped
SO01101,CUST0256,P0517,2023-11-13 15:41:45.364473,12,2024-02-20 15:41:45.384081,In Process
SO01102,CUST0436,P0121,2024-05-26 15:41:45.364479,47,2024-07-24 15:41:45.384084,Shipped
SO01103,CUST0084,P0446,2024-05-06 15:41:45.364484,51,2024-02-14 15:41:45.384087,Cancelled
SO01104,CUST0244,P0009,2024-03-12 15:41:45.364488,25,2024-10-10 15:41:45.384091,In Process
SO01105,CUST0234,P0960,2024-04-19 15:41:45.364493,18,2024-02-28 15:41:45.384103,In Process
SO01106,CUST0154,P0007,2024-07-03 15:41:45.364498,98,2024-02-11 15:41:45.384109,Shipped
SO01107,CUST0199,P0958,2024-09-29 15:41:45.364502,66,2024-10-02 15:41:45.384112,In Process
SO01108,CUST0345,P0465,2024-05-22 15:41:45.364507,34,2024-02-16 15:41:45.384115,Shipped
SO01109,CUST0416,P0012,2024-04-28 15:41:45.364511,39,2024-05-10 15:41:45.384118,Shipped
SO01110,CUST0313,P0634,2024-07-04 15:41:45.364516,86,2024-02-26 15:41:45.384120,In Process
SO01111,CUST0139,P0033,2024-10-14 15:41:45.364520,1,2024-04-18 15:41:45.384123,Shipped
SO01112,CUST0387,P0276,2024-05-15 15:41:45.364525,33,2023-12-01 15:41:45.384125,Cancelled
SO01113,CUST0052,P0403,2024-03-27 15:41:45.364530,50,2024-08-05 15:41:45.384128,Shipped
SO01114,CUST0149,P0738,2024-05-30 15:41:45.364535,13,2023-11-02 15:41:45.384130,Cancelled
SO01115,CUST0187,P0824,2024-08-26 15:41:45.364540,60,2024-04-15 15:41:45.384133,Cancelled
SO01116,CUST0067,P0002,2023-11-21 15:41:45.364544,85,2024-05-27 15:41:45.384136,Shipped
SO01117,CUST0318,P0013,2024-06-17 15:41:45.364549,15,2023-11-21 15:41:45.384139,Shipped
SO01118,CUST0453,P0506,2024-01-11 15:41:45.364553,89,2023-12-27 15:41:45.384141,Shipped
SO01119,CUST0444,P0948,2024-05-04 15:41:45.364558,61,2024-06-02 15:41:45.384144,Shipped
SO01120,CUST0167,P0179,2023-12-16 15:41:45.364562,34,2024-09-19 15:41:45.384147,In Process
SO01121,CUST0137,P0946,2024-02-26 15:41:45.364566,10,2023-11-26 15:41:45.384149,In Process
SO01122,CUST0123,P0531,2024-03-30 15:41:45.364570,31,2024-03-17 15:41:45.384152,Shipped
SO01123,CUST0039,P0691,2024-09-23 15:41:45.364574,17,2024-05-27 15:41:45.384155,In Process
SO01124,CUST0074,P0989,2024-01-21 15:41:45.364579,42,2024-04-16 15:41:45.384158,Shipped
SO01125,CUST0039,P0655,2024-03-15 15:41:45.364584,49,2024-02-22 15:41:45.384163,Shipped
SO01126,CUST0487,P0566,2024-05-27 15:41:45.364588,49,2024-05-17 15:41:45.384167,In Process
SO01127,CUST0124,P0328,2024-04-24 15:41:45.364593,45,2024-01-05 15:41:45.384172,Cancelled
SO01128,CUST0500,P0563,2024-02-11 15:41:45.364597,98,2024-10-02 15:41:45.384177,In Process
SO01129,CUST0120,P0151,2024-10-04 15:41:45.364602,42,2024-05-21 15:41:45.384181,Shipped
SO01130,CUST0114,P0898,2024-08-28 15:41:45.364607,4,2023-11-23 15:41:45.384184,Cancelled
SO01131,CUST0400,P0265,2024-02-17 15:41:45.364610,50,2024-09-21 15:41:45.384186,Cancelled
SO01132,CUST0062,P0981,2024-07-18 15:41:45.364613,55,2024-02-03 15:41:45.384189,Cancelled
SO01133,CUST0471,P0928,2024-01-13 15:41:45.364615,71,2024-06-29 15:41:45.384192,In Process
SO01134,CUST0488,P0825,2024-06-14 15:41:45.364619,95,2024-01-20 15:41:45.384194,Cancelled
SO01135,CUST0197,P0392,2024-06-04 15:41:45.364623,65,2023-11-27 15:41:45.384197,In Process
SO01136,CUST0313,P0183,2024-07-08 15:41:45.364628,45,2024-06-09 15:41:45.384199,Shipped
SO01137,CUST0320,P0691,2024-07-11 15:41:45.364633,71,2024-01-30 15:41:45.384202,In Process
SO01138,CUST0067,P0847,2023-12-11 15:41:45.364637,37,2024-07-18 15:41:45.384215,Cancelled
SO01139,CUST0307,P0122,2024-09-18 15:41:45.364642,3,2023-12-11 15:41:45.384218,Cancelled
SO01140,CUST0469,P0767,2024-02-15 15:41:45.364647,92,2023-11-13 15:41:45.384220,In Process
SO01141,CUST0349,P0961,2024-10-23 15:41:45.364652,7,2024-10-28 15:41:45.384223,Cancelled
SO01142,CUST0196,P0246,2024-07-23 15:41:45.364655,60,2024-06-11 15:41:45.384226,Cancelled
SO01143,CUST0414,P0528,2024-04-23 15:41:45.364658,83,2024-06-09 15:41:45.384228,Shipped
SO01144,CUST0412,P0289,2024-04-13 15:41:45.364661,81,2024-04-21 15:41:45.384231,In Process
SO01145,CUST0361,P0587,2024-05-01 15:41:45.364663,24,2023-11-17 15:41:45.384234,In Process
SO01146,CUST0339,P0018,2024-07-23 15:41:45.364667,7,2024-04-14 15:41:45.384236,Cancelled
SO01147,CUST0139,P0094,2024-05-13 15:41:45.364671,47,2024-10-26 15:41:45.384239,In Process
SO01148,CUST0328,P0923,2024-08-26 15:41:45.364676,60,2024-04-18 15:41:45.384242,In Process
SO01149,CUST0453,P0953,2024-07-18 15:41:45.364680,81,2024-04-30 15:41:45.384244,In Process
SO01150,CUST0154,P0844,2023-11-29 15:41:45.364685,37,2024-04-23 15:41:45.384247,In Process
SO01151,CUST0199,P0430,2023-12-23 15:41:45.364689,2,2024-02-09 15:41:45.384249,Cancelled
SO01152,CUST0115,P0760,2024-07-21 15:41:45.364694,14,2024-06-27 15:41:45.384252,Cancelled
SO01153,CUST0412,P0242,2024-06-14 15:41:45.364699,59,2024-03-14 15:41:45.384255,In Process
SO01154,CUST0344,P0979,2024-02-16 15:41:45.364704,35,2023-12-20 15:41:45.384258,In Process
SO01155,CUST0127,P0213,2024-10-30 15:41:45.364709,13,2024-03-08 15:41:45.384260,Cancelled
SO01156,CUST0485,P0544,2024-09-04 15:41:45.364724,34,2024-07-24 15:41:45.384263,In Process
SO01157,CUST0268,P0428,2024-04-21 15:41:45.364728,90,2024-03-02 15:41:45.384265,In Process
SO01158,CUST0025,P0707,2024-09-15 15:41:45.364733,70,2024-02-15 15:41:45.384268,Cancelled
SO01159,CUST0468,P0028,2023-11-25 15:41:45.364737,17,2024-03-22 15:41:45.384271,Cancelled
SO01160,CUST0341,P0503,2024-08-04 15:41:45.364741,21,2024-10-01 15:41:45.384273,In Process
SO01161,CUST0064,P0083,2024-06-24 15:41:45.364746,45,2024-09-28 15:41:45.384276,In Process
SO01162,CUST0292,P0619,2024-03-01 15:41:45.364750,40,2024-05-26 15:41:45.384279,Cancelled
SO01163,CUST0096,P0184,2024-06-22 15:41:45.364755,6,2024-04-02 15:41:45.384282,Shipped
SO01164,CUST0060,P0614,2024-03-20 15:41:45.364760,68,2024-02-28 15:41:45.384284,Shipped
SO01165,CUST0173,P0299,2024-09-10 15:41:45.364764,14,2024-04-12 15:41:45.384287,In Process
SO01166,CUST0420,P0430,2024-06-30 15:41:45.364769,91,2024-08-06 15:41:45.384289,Cancelled
SO01167,CUST0482,P0614,2024-07-27 15:41:45.364773,33,2024-04-04 15:41:45.384292,Shipped
SO01168,CUST0116,P0519,2024-03-27 15:41:45.364780,57,2023-11-28 15:41:45.384295,In Process
SO01169,CUST0453,P0134,2024-08-23 15:41:45.364783,29,2024-09-15 15:41:45.384297,Shipped
SO01170,CUST0418,P0209,2024-04-03 15:41:45.364785,46,2024-02-22 15:41:45.384300,In Process
SO01171,CUST0407,P0428,2024-02-18 15:41:45.364788,73,2024-08-21 15:41:45.384303,Cancelled
